Date,S&P500,Industrials,Health Care,Information Technology,Consumer Discretionary,Utilities,Financials,Materials,Real Estate,Consumer Staples,Energy,Telecommunication Services
2006-03-31,34.85051540139805,34.26240225642948,33.66175811289092,29.222441859248335,27.25359351858853,21.880188138486307,66.35538582240237,30.879322899209487,34.25483961548913,24.169984982008994,31.45201843800322,27.248577086956523
2006-04-30,35.424620739331466,35.612021036297634,32.959300218836574,30.721775418376453,27.486734900076282,21.462428715399618,66.66578392595893,32.46315516507177,34.03945703618422,24.038414150635205,33.7871371539961,31.49073071052632
2006-05-31,34.82932420735445,35.73542162852665,32.18936207017544,28.870589415909095,27.001408186429508,21.544963281144778,65.90476387365177,31.59615616942149,33.56558119744319,24.700774119122258,33.00592712794613,31.332446068181817
2006-06-30,33.638972055873346,34.057306514106585,31.557001631578952,27.63696834999998,26.040326868247696,22.06404236531986,63.142895922187996,29.643026169421493,33.33032395028409,24.85449790282131,31.20170580976431,28.55128580681818
2006-07-31,33.770871664262586,33.74813256206897,31.869281931578943,27.098159915000004,25.18431349873016,22.8626376,63.25707719237289,29.946942425,34.9738900875,25.376468731034482,33.31289993148148,28.15939665
2006-08-31,34.24834246968221,32.52814335457271,32.652494531655215,27.406375442753625,25.523908314906834,23.58756712399356,65.12418109432569,30.850837067193673,36.23122549184783,25.49081178710645,33.427047534621586,28.10507132608695
2006-09-30,35.26756237781504,33.09570645086207,33.71315133333333,29.088179379166665,26.867894285680755,23.737092112962962,67.61129999915252,31.215394125,37.929179035937494,26.139729303448277,30.671214748148145,32.2582477375
2006-10-31,36.6670065192776,34.86701390282131,34.56085514513557,30.55311165052161,28.773021113956457,24.674145127946126,69.78251337596302,32.58187712809917,39.40495415056819,26.190313482758622,31.192566877104376,34.709929511363626
2006-11-30,37.75284802030187,35.706870848111656,34.874220636591474,32.03377604137392,29.755140012743126,25.67655322751323,71.40053801452788,34.376087246753244,40.66109743005952,26.192862180623973,33.304459137566134,34.476417285714284
2006-12-31,38.59096119720982,36.19222976896552,35.431601765789466,32.10195679836067,30.593784169718308,26.613975437037038,73.03945344152547,35.61721075681818,42.155977495312506,26.66845134137932,34.49022398333333,36.59895135
2007-01-31,38.99911579714748,36.54019206379309,35.665549828947384,32.01425666240695,31.57901959507042,26.266866290740744,74.14229844491523,36.21081361363636,44.075404562500005,26.890277951724137,32.523947477777774,38.5041806875
2007-02-28,40.240379051208244,38.403999088929226,37.02789205909511,32.12226770870725,32.73793383320979,27.63051552436647,74.6616047573595,38.7150405215311,46.92575181085526,27.379433584392018,34.32533244834308,39.951639434210534
2007-03-31,39.17803013564822,37.42092556818183,36.078635414673045,31.13778234525903,31.962817994878357,28.154747821548813,71.82131028659475,38.7503942623967,43.900428205965895,27.0622540815047,34.8118964006734,39.12621831818183
2007-04-30,40.63030170757245,38.63578659655171,38.00537471754385,32.29334606048387,33.241848365492956,30.030823464814812,73.27574927372879,40.279675306818184,44.4971327953125,28.153976043103448,38.01061302777777,39.108472825
2007-05-31,41.6703874733521,39.869503655547,38.965294761562994,32.89805491883117,34.16497618565943,30.64149826599327,76.54229497303547,41.19069263636363,43.07174710511365,28.37144080250784,39.92278763636364,38.45820189772728
2007-06-30,42.0294990496579,40.89848856255045,38.701986710944034,34.59353874403095,34.70214502749831,28.816685966490304,75.90499329841268,42.53433254978356,41.609890117559516,28.186865011494255,41.827084604938264,39.00763692857143
2007-07-31,42.03886125013168,42.17306556497174,39.4172447477026,35.455952118858654,34.5009621167002,28.56132072310406,73.56275286587301,42.92014404545454,40.44029274553571,28.184411735632175,42.56807004056437,39.57629072619047
2007-08-31,39.957555464247186,40.48457460869566,39.54006036765826,33.385616889967224,32.75963225719534,27.978641922705318,68.23639663405797,40.034867106719375,38.40788439945652,27.687679851574213,38.912299508429456,36.309262347826085
